probe_type,context_type,task,layer,train_loss,val_loss,test_acc,test_precision,test_recall,test_f1
mass_mean,final,correct_given_recall1,24,0.560774028301239,0.5513766407966614,0.7133333333333334,0.7481203007518797,0.7624521072796935,0.7552182163187856
mass_mean,final,correct_given_recall1,28,0.55154949426651,0.5511723756790161,0.7111111111111111,0.7509578544061303,0.7509578544061303,0.7509578544061303
mass_mean,final,correct_given_recall1,31,0.5705163478851318,0.5626184344291687,0.7133333333333334,0.7481203007518797,0.7624521072796935,0.7552182163187856
mass_mean,final,recall_full,4,0.6554808616638184,0.6499953866004944,0.6177777777777778,0.7644927536231884,0.6635220125786163,0.7104377104377103
mass_mean,final,recall_full,8,0.6577929854393005,0.6476752161979675,0.6333333333333333,0.7703180212014135,0.6855345911949685,0.7254575707154742
mass_mean,final,recall_full,12,0.6384015083312988,0.6380963921546936,0.6822222222222222,0.7777777777777778,0.7704402515723271,0.774091627172196
mass_mean,final,recall_full,16,0.6440829634666443,0.6357895135879517,0.6533333333333333,0.78125,0.7075471698113207,0.7425742574257426
mass_mean,final,recall_full,20,0.6293143630027771,0.6057174205780029,0.6777777777777778,0.7892976588628763,0.7421383647798742,0.7649918962722853
mass_mean,final,recall_full,24,0.658219575881958,0.6387811303138733,0.64,0.7805755395683454,0.6823899371069182,0.7281879194630873
mass_mean,final,recall_full,28,0.6504637002944946,0.63270103931427,0.64,0.7846715328467153,0.6761006289308176,0.7263513513513513
mass_mean,final,recall_full,31,0.6351987719535828,0.6179834008216858,0.6688888888888889,0.800711743772242,0.7075471698113207,0.7512520868113522
