probe_type,context_type,task,layer,train_loss,val_loss,test_acc,test_precision,test_recall,test_f1
dense_linear,planning,recall_full,12,0.6614519634962955,0.6573758721351624,0.6022222222222222,0.7836734693877551,0.6037735849056604,0.6820603907637656
dense_linear,planning,recall_full,16,0.6596104472111433,0.6502377986907959,0.6,0.7464285714285714,0.6572327044025157,0.6989966555183946
dense_linear,planning,recall_full,20,0.6710544016771701,0.6187775731086731,0.6911111111111111,0.7386666666666667,0.8710691823899371,0.7994227994227994
dense_linear,planning,recall_full,24,0.6599829336662433,0.71826171875,0.52,0.81875,0.4119496855345912,0.5481171548117154
dense_linear,planning,recall_full,28,0.6518081786868336,0.7310432195663452,0.52,0.7865168539325843,0.44025157232704404,0.5645161290322581
dense_linear,planning,recall_full,31,0.6853648799679655,0.672892689704895,0.6066666666666667,0.7601476014760148,0.6477987421383647,0.6994906621392191
mass_mean,planning,correct,4,0.6826784610748291,0.7028856873512268,0.5177777777777778,0.5956521739130435,0.524904214559387,0.5580448065173117
mass_mean,planning,correct,8,0.6766303181648254,0.7120555639266968,0.5288888888888889,0.6310160427807486,0.4521072796934866,0.5267857142857143
mass_mean,planning,correct,12,0.674422562122345,0.7128796577453613,0.5333333333333333,0.6349206349206349,0.45977011494252873,0.5333333333333333
mass_mean,planning,correct,16,0.6773978471755981,0.7059468626976013,0.5288888888888889,0.6353591160220995,0.44061302681992337,0.5203619909502263
mass_mean,planning,correct,20,0.6792057156562805,0.7063361406326294,0.5177777777777778,0.6157894736842106,0.4482758620689655,0.5188470066518847
mass_mean,planning,correct,24,0.6767843961715698,0.7022897601127625,0.5377777777777778,0.6188340807174888,0.5287356321839081,0.5702479338842975
mass_mean,planning,correct,28,0.6774547100067139,0.6944066286087036,0.5266666666666666,0.6052631578947368,0.5287356321839081,0.5644171779141105
mass_mean,planning,correct,31,0.6810609698295593,0.7042315006256104,0.5155555555555555,0.6201117318435754,0.42528735632183906,0.5045454545454545
mass_mean,planning,correct_given_recall1,4,0.6750609278678894,0.7094240784645081,0.5133333333333333,0.5954545454545455,0.5019157088122606,0.5446985446985447
mass_mean,planning,correct_given_recall1,8,0.6724957227706909,0.7154580354690552,0.5177777777777778,0.61,0.4674329501915709,0.5292841648590021
mass_mean,planning,correct_given_recall1,12,0.6610923409461975,0.7231541872024536,0.5022222222222222,0.5876777251184834,0.47509578544061304,0.5254237288135594
mass_mean,planning,correct_given_recall1,16,0.6663922071456909,0.7177537083625793,0.5311111111111111,0.625,0.4789272030651341,0.5422993492407808
mass_mean,planning,correct_given_recall1,20,0.6653663516044617,0.7080108523368835,0.5355555555555556,0.6048387096774194,0.5747126436781609,0.5893909626719056
mass_mean,planning,correct_given_recall1,24,0.6716761589050293,0.7156319618225098,0.5111111111111111,0.5971563981042654,0.4827586206896552,0.5338983050847458
mass_mean,planning,correct_given_recall1,28,0.658877968788147,0.7144193649291992,0.5377777777777778,0.6127659574468085,0.5517241379310345,0.5806451612903225
mass_mean,planning,correct_given_recall1,31,0.6723328232765198,0.7052769660949707,0.5111111111111111,0.5911111111111111,0.5095785440613027,0.5473251028806585
mass_mean,planning,recall_full,4,0.6768000721931458,0.6760427951812744,0.5911111111111111,0.7189542483660131,0.6918238993710691,0.7051282051282051
mass_mean,planning,recall_full,8,0.669856607913971,0.680788516998291,0.5777777777777777,0.7269503546099291,0.6446540880503144,0.6833333333333332
mass_mean,planning,recall_full,12,0.6600823402404785,0.6793575286865234,0.5666666666666667,0.783410138248848,0.5345911949685535,0.6355140186915889
mass_mean,planning,recall_full,16,0.6598690748214722,0.6924396753311157,0.5711111111111111,0.7376425855513308,0.610062893081761,0.6678141135972461
mass_mean,planning,recall_full,20,0.6626173257827759,0.6877192258834839,0.5511111111111111,0.7180451127819549,0.60062893081761,0.654109589041096
mass_mean,planning,recall_full,24,0.6641563177108765,0.684302031993866,0.54,0.7126436781609196,0.5849056603773585,0.6424870466321244
mass_mean,planning,recall_full,28,0.6723689436912537,0.6808023452758789,0.5822222222222222,0.7181208053691275,0.6729559748427673,0.6948051948051949
mass_mean,planning,recall_full,31,0.6637601256370544,0.6842312216758728,0.5688888888888889,0.7366412213740458,0.6069182389937107,0.6655172413793103
